ID,Lat,Long,group
0,41.93292242,-87.71372338,1
1,41.93105733,-87.71288882,1
2,41.93011102,-87.71500742,1
3,41.9282523,-87.71739565,31
4,41.93105733,-87.71288882,31
5,41.93011102,-87.71500742,31
6,41.93460576,-87.71648188,61
7,41.9313774,-87.71473794,61
8,41.93011102,-87.71500742,61
9,41.9282523,-87.71739565,91
10,41.9313774,-87.71473794,91
11,41.93011102,-87.71500742,91
12,41.93292242,-87.71372338,121
13,41.93628903,-87.71924052,121
14,41.93544115,-87.72544515,121
15,41.93926234,-87.71335694,151
16,41.93628903,-87.71924052,151
17,41.93408486,-87.72584025,151
18,41.93897451,-87.72366575,181
19,41.93628903,-87.71924052,181
20,41.94095792,-87.72405852,181
21,41.94180137,-87.72114674,211
22,41.93628903,-87.71924052,211
23,41.93921160000001,-87.71769818,211
24,41.94157255,-87.71992127,241
25,41.93628903,-87.71924052,241
26,41.93184923,-87.72239221,241
27,41.93926234,-87.71335694,271
28,41.93628903,-87.71924052,271
29,41.93443166,-87.7147268,271
30,41.93771821,-87.7237696,301
31,41.93628903,-87.71924052,301
32,41.93926854,-87.71298198,301
33,41.93584391,-87.72584194,331
34,41.93628903,-87.71924052,331
35,41.93101325,-87.72206576,331
36,41.93438877,-87.72054507,361
37,41.93628903,-87.71924052,361
38,41.93544512,-87.72515845,361
39,41.9341716,-87.72460089,391
40,41.93628903,-87.71924052,391
41,41.93284557,-87.72088325,391
42,41.92459718,-87.71743081,421
43,41.93005541,-87.72050202,421
44,41.93408486,-87.72584025,421
45,41.93460576,-87.71648188,451
46,41.93005541,-87.72050202,451
47,41.93101325,-87.72206576,451
48,41.9282523,-87.71739565,481
49,41.93005541,-87.72050202,481
50,41.93284557,-87.72088325,481
51,41.9341716,-87.72460089,511
52,41.93005541,-87.72050202,511
53,41.92452322,-87.72362697,511
54,41.92985734,-87.70869999,541
55,41.9319578,-87.71346443,541
56,41.93443166,-87.7147268,541
57,41.93438877,-87.72054507,571
58,41.9319578,-87.71346443,571
59,41.93443166,-87.7147268,571
60,41.93557022,-87.71927314,601
61,41.93528545,-87.71529924,601
62,41.93016501,-87.71128416,601
63,41.93460576,-87.71648188,631
64,41.93528545,-87.71529924,631
65,41.93016501,-87.71128416,631
66,41.9392036,-87.71825325,661
67,41.93528545,-87.71529924,661
68,41.93016501,-87.71128416,661
69,41.93038065,-87.70955483,691
70,41.93528545,-87.71529924,691
71,41.93016501,-87.71128416,691
72,41.93196108,-87.71305647,721
73,41.93528545,-87.71529924,721
74,41.93016501,-87.71128416,721
75,41.93292242,-87.71372338,751
76,41.93445972,-87.72047089,751
77,41.93408486,-87.72584025,751
78,41.93557022,-87.71927314,781
79,41.93445972,-87.72047089,781
80,41.93408486,-87.72584025,781
81,41.93897451,-87.72366575,811
82,41.93445972,-87.72047089,811
83,41.93408486,-87.72584025,811
84,41.936305,-87.72533404,841
85,41.93445972,-87.72047089,841
86,41.93408486,-87.72584025,841
87,41.93865897,-87.72315787,871
88,41.93445972,-87.72047089,871
89,41.93408486,-87.72584025,871
90,41.93740567,-87.71663131,901
91,41.93445972,-87.72047089,901
92,41.93408486,-87.72584025,901
93,41.93584391,-87.72584194,931
94,41.93445972,-87.72047089,931
95,41.93408486,-87.72584025,931
96,41.9341716,-87.72460089,961
97,41.93445972,-87.72047089,961
98,41.93408486,-87.72584025,961
99,41.93162768,-87.71229896,991
100,41.93201358,-87.70907218,991
101,41.93169306,-87.71170297,991
