1,41.86922,-87.66249,bars
2,41.90341,-87.67047,bars
3,41.86573,-87.61967,bars
4,41.90341,-87.67047,bars
5,41.93137,-87.71141999999999,bars
6,41.86748,-87.61915,bars
7,41.87366,-87.62436,bars
8,41.87366,-87.62436,bars
9,41.87366,-87.62436,bars
10,41.868829999999996,-87.62601,bars
11,41.87366,-87.62436,bars
12,41.86911,-87.68458000000001,bars
13,41.873059999999995,-87.62611,bars
14,41.87366,-87.62436,bars
15,41.86911,-87.68458000000001,bars
16,41.88738,-87.66144,bars
17,41.88432,-87.64369,bars
18,41.94313,-87.64922,bars
19,41.88459,-87.62326999999999,bars
20,41.87827,-87.62053,bars
21,41.93258,-87.71293,bars
22,41.88865,-87.62456999999999,bars
23,41.91806,-87.64931999999999,bars
24,41.908770000000004,-87.67518000000001,bars
25,41.91806,-87.64931999999999,bars
26,41.88601,-87.62083,bars
27,41.88601,-87.62083,bars
28,41.88601,-87.62083,bars
29,41.88601,-87.62083,bars
30,41.88601,-87.62083,bars
31,41.8857,-87.65184,bars
32,41.912729999999996,-87.68133,bars
33,41.91393,-87.64851,bars
34,41.88601,-87.62083,bars
35,41.88528,-87.67133000000001,bars
36,41.89744,-87.62602,bars
37,41.93926,-87.70243,bars
38,41.88756,-87.61966,bars
39,41.89179,-87.62765999999999,bars
40,41.8657,-87.62397,bars
41,41.88637,-87.62468,bars
42,41.88637,-87.62468,bars
43,41.88756,-87.61966,bars
44,41.87057,-87.62845,bars
45,41.888,-87.62257,bars
46,41.887859999999996,-87.62541,bars
47,41.88906,-87.63384,bars
48,41.88756,-87.61966,bars
49,41.88637,-87.62468,bars
50,41.87856,-87.63651999999999,bars
51,41.88756,-87.61966,bars
52,41.89179,-87.62765999999999,bars
53,41.88524,-87.62778,bars
54,41.89179,-87.62765999999999,bars
55,41.88637,-87.62468,bars
56,41.87214,-87.62878,bars
57,41.89225,-87.60951999999999,bars
58,41.88637,-87.62468,bars
59,41.88753,-87.63265,bars
60,41.88753,-87.63265,bars
61,41.88545,-87.63407,bars
62,41.88671,-87.6293,bars
63,41.881890000000006,-87.63662,bars
64,41.8758,-87.62573,bars
65,41.87402,-87.67026,bars
66,41.88807,-87.63495999999999,bars
67,41.88807,-87.63495999999999,bars
68,41.88753,-87.63265,bars
69,41.881890000000006,-87.63662,bars
70,41.881890000000006,-87.63662,bars
71,41.90742,-87.67307,bars
72,41.90955,-87.67729,bars
73,41.8758,-87.62573,bars
74,41.87636,-87.6259,bars
75,41.88463,-87.62225,bars
76,41.88436,-87.63316,bars
77,41.88436,-87.63257,bars
78,41.94599,-87.65571,bars
79,41.93727,-87.66552,bars
80,41.87214,-87.62878,bars
81,41.88524,-87.62778,bars
82,41.88528,-87.67133000000001,bars
83,41.88465,-87.61725,bars
84,41.88195,-87.63662,bars
85,41.87798,-87.63842,bars
86,41.88195,-87.63662,bars
87,41.88792,-87.63235999999999,bars
88,41.921490000000006,-87.666,bars
89,41.86775,-87.62598,bars
90,41.88671,-87.63471,bars
91,41.89799,-87.62809,bars
92,41.91393,-87.66369,bars
93,41.88241,-87.63717,bars
94,41.87737,-87.63385,bars
95,41.88241,-87.63717,bars
96,41.88241,-87.63717,bars
97,41.88671,-87.63471,bars
98,41.88462,-87.63668,bars
99,41.88462,-87.63668,bars
100,41.903259999999996,-87.6305,bars
101,41.903259999999996,-87.6305,bars
102,41.903259999999996,-87.6305,bars
103,41.903259999999996,-87.6305,bars
104,41.94331,-87.66405999999999,bars
105,41.934909999999995,-87.64408,bars
106,41.94331,-87.66405999999999,bars
107,41.87874,-87.70514,bars
108,41.873059999999995,-87.62611,bars
109,41.8883,-87.62941,bars
110,41.90336,-87.6734,bars
111,41.8883,-87.62941,bars
112,41.91062,-87.67576,bars
113,41.8883,-87.62941,bars
114,41.8883,-87.62941,bars
115,41.8883,-87.62941,bars
116,41.8883,-87.62941,bars
117,41.8883,-87.62941,bars
118,41.8883,-87.62941,bars
119,41.8883,-87.62941,bars
120,41.90704,-87.66744,bars
121,41.90704,-87.66744,bars
122,41.88671,-87.63163,bars
123,41.8838,-87.64286,bars
124,41.873059999999995,-87.62742,bars
125,41.873059999999995,-87.62742,bars
126,41.8838,-87.64286,bars
127,41.903240000000004,-87.66714,bars
128,41.8848,-87.66225,bars
129,41.92576,-87.70225,bars
130,41.92576,-87.70225,bars
131,41.921490000000006,-87.666,bars
132,41.8838,-87.64286,bars
133,41.873059999999995,-87.62742,bars
134,41.88374,-87.64286,bars
135,41.90616,-87.67065,bars
136,41.89829,-87.6229,bars
137,41.90333,-87.67567,bars
138,41.92187,-87.66496,bars
139,41.89829,-87.6229,bars
140,41.86631,-87.61027,bars
141,41.881859999999996,-87.6319,bars
142,41.91052,-87.66775,bars
143,41.87273,-87.629,bars
144,41.87332,-87.62902,bars
145,41.93529,-87.64707,bars
146,41.8889,-87.6282,bars
147,41.89829,-87.68675999999999,bars
148,41.87285,-87.629,bars
149,41.8889,-87.6282,bars
150,41.87285,-87.629,bars
151,41.89902,-87.68706999999999,bars
152,41.8793,-87.63117,bars
153,41.89175,-87.64749,bars
154,41.90305,-87.6792,bars
155,41.881859999999996,-87.6319,bars
156,41.8793,-87.63117,bars
157,41.89902,-87.68706999999999,bars
158,41.92018,-87.69314,bars
159,41.87895,-87.62625,bars
160,41.87895,-87.62625,bars
161,41.893229999999996,-87.63931,bars
162,41.92187,-87.66496,bars
163,41.883559999999996,-87.64843,bars
164,41.883559999999996,-87.64843,bars
165,41.87526,-87.6244,bars
166,41.872170000000004,-87.62958,bars
167,41.883559999999996,-87.64843,bars
168,41.87526,-87.6244,bars
169,41.883559999999996,-87.64843,bars
170,41.94021,-87.64045,bars
171,41.90935,-87.65267,bars
172,41.8916,-87.6298,bars
173,41.872170000000004,-87.62958,bars
174,41.8916,-87.6298,bars
175,41.91049,-87.67007,bars
176,41.88841,-87.62941,bars
177,41.87526,-87.6244,bars
178,41.928670000000004,-87.68791999999999,bars
179,41.883559999999996,-87.64843,bars
180,41.883559999999996,-87.64843,bars
181,41.883559999999996,-87.64843,bars
182,41.87526,-87.6244,bars
183,41.90935,-87.65267,bars
184,41.883559999999996,-87.64843,bars
185,41.94021,-87.64045,bars
186,41.88841,-87.62941,bars
187,41.872170000000004,-87.62958,bars
188,41.883559999999996,-87.64843,bars
189,41.87526,-87.6244,bars
190,41.883559999999996,-87.64843,bars
191,41.87526,-87.6244,bars
192,41.89569,-87.68344,bars
193,41.87526,-87.6244,bars
194,41.93185,-87.71343,bars
195,41.94634,-87.656,bars
196,41.88841,-87.62941,bars
197,41.87144,-87.62608,bars
198,41.87749,-87.63504,bars
199,41.95296,-87.65465,bars
200,41.95296,-87.65465,bars
