selected,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,ZIP CODE,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LATITUDE,LONGITUDE
polygon,KHRG ALLEGRO LLC,HOTEL ALLEGRO,136 N LA SALLE ST 1-2,60602,9/16/12,9/15/14,41.88416,-87.63258
polygon,"COCHON VOLANT, LLC",COCHAN VOLANT,100 W MONROE ST 1,60603,5/16/17,5/15/19,41.88081,-87.63093
polygon,SYDELL HOSTEL MANAGER LLC,FREEHAND CHICAGO / CAFE INTEGRAL / BROKEN SHAKER,17-19 E OHIO ST 1-17,60611,5/16/17,5/15/19,41.89237,-87.62733
polygon,STEPPENWOLF THEATRE COMPANY,STEPPENWOLF THEATER COMPANY,1624 N HALSTED ST,60614,4/16/17,4/15/19,41.9117,-87.64844
polygon,STEPPENWOLF THEATRE COMPANY,STEPPENWOLF THEATRE COMPANY,1650-1700 N HALSTED ST 1ST,60614,4/16/17,4/15/19,41.91236,-87.64846
polygon,"COCHON VOLANT, LLC",COCHAN VOLANT,100 W MONROE ST 1,60603,5/16/17,5/15/19,41.88081,-87.63093
polygon,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,LEVY AT AMERICAN AIRLINES CONFERENCE CENTER,1101 W WAVELAND AVE 2 200,60613,5/10/17,5/15/19,41.94889,-87.65682
polygon,STEPPENWOLF THEATRE COMPANY,STEPPENWOLF THEATRE COMPANY,1650-1700 N HALSTED ST 1ST,60614,4/16/17,4/15/19,41.91236,-87.64846
polygon,ELLEN'S KITCHEN INC.,Devour 312,1450 W WEBSTER AVE 1ST,60614,4/16/15,4/15/17,41.92172,-87.66502
polygon,"MUSES FOOD & LIQUOR, INC.",9 MUSES BAR & GRILL,315 S HALSTED ST 1ST #,60661,5/16/17,5/15/19,41.87735,-87.64708
polygon,"FLOWER DRUM, INC.",MY THAI - TAKUMI RESTAURANT,555 W MADISON ST  1,60661,5/16/17,5/15/19,41.88174,-87.64181
polygon,INTEGRATED MOTOR CLUB LLC,HAMPTON INN CHICAGO DOWNTOWN,68 E WACKER PL,60601,6/16/17,5/15/19,41.88692,-87.62528
polygon,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,LEVY AT AMERICAN AIRLINES CONFERENCE CENTER,1101 W WAVELAND AVE 2 200,60613,5/10/17,5/15/19,41.94889,-87.65682
polygon,ECD-GREAT STREET LLC,THE WIT,201 N STATE ST 1-27,60601,9/16/12,9/15/14,41.88578,-87.62779
polygon,ELLEN'S KITCHEN INC.,Devour 312,1450 W WEBSTER AVE 1ST,60614,4/16/13,4/15/15,41.92172,-87.66502
polygon,"N.I., INC.",THE LIAR'S CLUB,1665 W FULLERTON AVE 1ST,60614,4/16/17,4/15/19,41.92501,-87.67063
polygon,ELLEN'S KITCHEN INC.,Devour 312,1450 W WEBSTER AVE 1ST,60614,4/16/17,4/15/19,41.92172,-87.66502
polygon,"LITTLE GOAT, LLC",LITTLE GOAT DINER,818-822 W RANDOLPH ST 1 & 2,60607,6/16/17,12/15/18,41.8845,-87.64829
polygon,"ROOTS HANDMADE PIZZA, LLC",ROOTS HANDMADE PIZZA,1922-1924 W CHICAGO AVE 1ST,60622,6/16/17,6/15/19,41.89604,-87.6756
polygon,"SHEFFIELD CHICAGO, LLC",BAR COCINA,2901 N SHEFFIELD AVE 1,60657,5/16/17,5/15/19,41.9345,-87.65378
polygon,"JOIE DE VIVRE HOSPITALITY, LLC",CHICAGO ATHLETIC ASSOCIATION,12 S MICHIGAN AVE 1-19,60603,6/16/17,6/15/19,41.8818,-87.6245
polygon,OHIO EAST HOTEL LLC,ACME HOTEL COMPANY/THE BERKSHIRE,15 E OHIO ST 1 & 2,60611,3/16/17,3/15/19,41.89237,-87.62742
polygon,"JOIE DE VIVRE HOSPITALITY, LLC",CHICAGO ATHLETIC ASSOCIATION,12 S MICHIGAN AVE 1-19,60603,6/16/17,6/15/19,41.8818,-87.6245
polygon,OHIO EAST HOTEL LLC,ACME HOTEL COMPANY/THE BERKSHIRE,15 E OHIO ST 1 & 2,60611,3/16/17,3/15/19,41.89237,-87.62742
polygon,"JOIE DE VIVRE HOSPITALITY, LLC",CHICAGO ATHLETIC ASSOCIATION,12 S MICHIGAN AVE 1-19,60603,6/16/17,6/15/19,41.8818,-87.6245
polygon,"MILLENIUM BANQUET, INC.",MILLENIUM PLACE,6215 W DIVERSEY AVE 1ST,60639,1/16/17,1/15/19,41.93095,-87.78143
polygon,"JOIE DE VIVRE HOSPITALITY, LLC",CHICAGO ATHLETIC ASSOCIATION,12 S MICHIGAN AVE 1-19,60603,6/16/17,6/15/19,41.8818,-87.6245
polygon,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,3227 W ADDISON ST 1ST,60618,5/16/17,5/15/19,41.94651,-87.70897
polygon,THE ART INSTITUTE OF CHICAGO,GRADUATION EXHIBITION,108 N STATE ST 3,60602,5/12/17,5/30/17,41.88342,-87.62802
polygon,"CHIPOTLE MEXICAN GRILL, INC.",Chipotle Mexican Grill,230 W MONROE ST,60606,5/16/17,5/15/19,41.88076,-87.63471
polygon,"JOIE DE VIVRE HOSPITALITY, LLC",CHICAGO ATHLETIC ASSOCIATION,12 S MICHIGAN AVE 1-19,60603,6/16/17,6/15/19,41.8818,-87.6245
polygon,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,525 W MONROE ST  L1A,60661,5/16/17,5/15/19,41.88046,-87.6408
polygon,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,1166 N STATE ST  200,60610,5/16/17,5/15/19,41.90384,-87.62883
polygon,"VPC NAVY PIER PIZZA, LLC",GIORDANO'S NAVY PIER,700 E GRAND AVE  GF-1,60611,6/16/17,6/15/19,41.89225,-87.60952
polygon,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE,311 S WACKER DR 1ST,60606,5/16/17,5/15/19,41.87779,-87.63652
polygon,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,525 W MONROE ST  L1A,60661,5/16/17,5/15/19,41.88046,-87.6408
polygon,"CHIPOTLE MEXICAN GRILL, INC.",Chipotle Mexican Grill,6 W GRAND AVE,60610,5/16/17,5/15/19,41.89177,-87.62832
polygon,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,210 W NORTH AVE 1ST,60610,5/16/17,5/15/19,41.91127,-87.63517
polygon,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,2809 N ASHLAND AVE 1ST,60657,5/16/17,5/15/19,41.9327,-87.66826
polygon,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE,1132 S CLINTON ST,60607,5/16/17,5/15/19,41.86797,-87.64089
polygon,NEW LINE TAVERN CORP.,NEW LINE,201 N CLINTON ST 1,60661,5/16/17,5/15/19,41.88575,-87.64116
polygon,"CHIPOTLE MEXICAN GRILL, INC.",Chipotle Mexican Grill,610 W DIVERSEY PKWY,60614,5/16/17,5/15/19,41.93292,-87.64451
polygon,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,291 E ONTARIO ST,60611,5/16/17,5/15/19,41.89329,-87.62039
polygon,"TOUCH OF SUSHI, LLC",CLEVER RABBIT,2015 W DIVISION ST,60622,11/16/16,11/15/18,41.90307,-87.67791
polygon,"CHIPOTLE MEXICAN GRILL, INC.",Chipotle Mexican Grill,610 W DIVERSEY PKWY,60614,5/16/17,5/15/19,41.93292,-87.64451
polygon,"ROSCOE-DAMEN, CORP.",COMMONWEALTH TAVERN,2000 W ROSCOE ST 1,60618,5/16/17,5/15/19,41.94333,-87.67851
polygon,"TOUCH OF SUSHI, LLC",CLEVER RABBIT,2015 W DIVISION ST,60622,11/16/14,11/15/16,41.90307,-87.67791
polygon,"CHIPOTLE MEXICAN GRILL, INC.",Chipotle Mexican Grill,2640 N NARRAGANSETT AVE,60639,5/16/17,5/15/19,41.92856,-87.78577
polygon,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,2000 N CLYBOURN AVE,60614,5/16/17,5/15/19,41.91758,-87.65902
polygon,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,2743 N ELSTON AVE,60647,5/16/17,5/15/19,41.93151,-87.68662
polygon,"CHIPOTLE MEXICAN GRILL, INC.",Chipotle Mexican Grill,2640 N NARRAGANSETT AVE,60639,5/16/17,5/15/19,41.92856,-87.78577
polygon,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,316 N MICHIGAN AVE,60601,5/16/17,5/15/19,41.88721,-87.62469
polygon,"JOE'S STONE CRAB OF CHICAGO, LLC","JOE'S SEAFOOD, PRIME STEAK",60 E GRAND AVE MAIN #,60611,5/16/17,5/15/19,41.89181,-87.62569
polygon,"TOUCH OF SUSHI, LLC",CLEVER RABBIT,2015 W DIVISION ST,60622,11/16/12,11/15/14,41.90307,-87.67791
polygon,"CHIPOTLE MEXICAN GRILL, INC.",Chipotle Mexican Grill,1733 N DAMEN AVE,60647,5/16/17,5/15/19,41.91328,-87.67738
polygon,"LAS ISLAS MARIAS II, INC.",LAS ISLAS MARIAS II,2903 W DIVERSEY AVE 1ST,60647,5/16/17,5/15/19,41.93197,-87.70021
polygon,LIM & LEW CORP.,SERAI,2169-2171 N MILWAUKEE AVE 1,60647,5/12/17,2/15/19,41.92071,-87.69353
polygon,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,2000 N CLYBOURN AVE,60614,5/16/17,5/15/19,41.91758,-87.65902
polygon,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,235 W LAKE ST,60606,5/16/17,5/15/19,41.88562,-87.63507
polygon,"CHIPOTLE MEXICAN GRILL, INC.",Chipotle Mexican Grill,10 S LA SALLE ST,60603,5/16/17,5/15/19,41.88167,-87.6325
polygon,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE,3312 N WESTERN AVE,60618,5/16/17,5/15/19,41.94169,-87.68838
polygon,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,8 E MADISON ST,60602,5/16/17,5/15/19,41.88217,-87.62757
polygon,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE,1132 S CLINTON ST,60607,5/16/17,5/15/19,41.86797,-87.64089
polygon,"CHIPOTLE MEXICAN GRILL, INC.",Chipotle Mexican Grill,1025 W BELMONT AVE,60657,5/16/17,5/15/19,41.93979,-87.65504
polygon,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,10 E JACKSON BLVD,60604,5/16/17,5/15/19,41.87833,-87.62732
polygon,"Billy Goat Tavern I, Inc.",Billy Goat Taven & Grill,430 N MICHIGAN AVE LL,60611,3/16/17,3/15/19,41.8903,-87.62425
polygon,TOMMY KNUCKLES LLC,COMPASS BAR,433 W DIVERSEY PKWY 1ST,60614,5/16/17,5/15/19,41.93277,-87.64069
polygon,TOMMY KNUCKLES LLC,COMPASS BAR,433 W DIVERSEY PKWY 1ST,60614,5/16/17,5/15/19,41.93277,-87.64069
polygon,"PRESTIGE RESTAURANT, INC.",BLACKBIRD,619 W RANDOLPH ST 1 & 2,60661,5/16/17,5/15/19,41.88432,-87.6436
polygon,130 SOUTH HALSTED CORPORATION,PEGASUS RESTAURANT & TAVERNA,130 S HALSTED ST,60661,5/16/17,5/15/19,41.87952,-87.64744
polygon,130 SOUTH HALSTED CORPORATION,PEGASUS RESTAURANT & TAVERNA,130 S HALSTED ST,60661,5/16/17,5/15/19,41.87952,-87.64744
polygon,THE 180 NORTH WACKER RESTAURANT CORPORATION,PEARL TAVERN,180 N WACKER DR,60606,9/16/16,9/15/18,41.88524,-87.63716
polygon,ETNO GROUP LLC,BROKEN ENGLISH TACO PUB - LINCOLN PARK,2574-2580 N LINCOLN AVE,60614,6/16/17,2/15/19,41.92869,-87.65352
polygon,ETNO GROUP LLC,BROKEN ENGLISH TACO PUB - LINCOLN PARK,2574-2580 N LINCOLN AVE,60614,6/16/17,2/15/19,41.92869,-87.65352
polygon,TED'S & JACQUIE'S INC,TED'S COCKTAIL LOUNGE,5813 W MADISON ST 1ST #,60644,5/16/17,5/15/19,41.88005,-87.77033
polygon,"JNP RESTAURANTS, LLC",THE BLANCHARD,1935 N LINCOLN PARK WEST  1,60614,6/16/17,6/15/19,41.91717,-87.6362
polygon,4 STAR 20 NORTH LLC,REMINGTON'S,20 N MICHIGAN AVE,60602,5/16/17,5/15/19,41.88254,-87.62453
polygon,ETNO GROUP LLC,BROKEN ENGLISH TACO PUB - LINCOLN PARK,2574-2580 N LINCOLN AVE,60614,6/16/17,2/15/19,41.92869,-87.65352
polygon,"PRIMERO, INC.",DUGAN'S,128 S HALSTED ST 1ST,60661,5/16/17,5/15/19,41.87958,-87.64744
polygon,"LOWER LINK, INC.",UNDERGROUND LOUNGE,952 W NEWPORT AVE,60657,2/16/17,2/15/19,41.94457,-87.65392
polygon,"PRIMERO, INC.",DUGAN'S,128 S HALSTED ST 1ST,60661,5/16/17,5/15/19,41.87958,-87.64744
polygon,O'NEIL'S BAR & GRILL CORPORATION,O'NEIL'S ON WELLS,411 S WELLS ST 1ST,60607,5/16/17,5/15/19,41.87656,-87.63354
polygon,"SMASHOTELS CHICAGO, LLC",HOTEL EMC2,228 E ONTARIO ST LL-21,60611,5/17/17,6/15/19,41.89348,-87.62193
polygon,"SMASHOTELS CHICAGO, LLC",HOTEL EMC2,228 E ONTARIO ST LL-21,60611,5/17/17,6/15/19,41.89348,-87.62193
polygon,KB V LLC,KUMA'S CORNER,854-856 W FULTON MARKET  1,60607,5/17/17,6/15/19,41.88688,-87.6497
polygon,"DIONISOS RESTAURANT, INC.",AMBASSADOR PUBLIC HOUSE,310 S HALSTED ST 1ST,60661,5/16/17,5/15/19,41.87759,-87.64738
polygon,"JARRGON, INC.",HAYWOOD TAVERN,2759 W AUGUSTA BLVD 1,60622,5/16/17,5/15/19,41.89917,-87.69673
polygon,"JARRGON, INC.",HAYWOOD TAVERN,2759 W AUGUSTA BLVD 1,60622,7/16/17,5/15/19,41.89917,-87.69673
polygon,"SMASHOTELS CHICAGO, LLC",HOTEL EMC2,228 E ONTARIO ST LL-21,60611,5/17/17,6/15/19,41.89348,-87.62193
polygon,"SMASHOTELS CHICAGO, LLC",HOTEL EMC2,228 E ONTARIO ST LL-21,60611,5/17/17,5/15/19,41.89348,-87.62193
polygon,"WINNERS SPORTS BAR & GRILL, INC.",WINNERS SPORT BAR & GRILL INC,5912  - 5914 W MADISON ST  1,60644,5/16/17,5/15/19,41.88024,-87.77233
polygon,"SMASHOTELS CHICAGO, LLC",HOTEL EMC2,228 E ONTARIO ST LL-21,60611,5/17/17,6/15/19,41.89348,-87.62193
polygon,"SMASHOTELS CHICAGO, LLC",HOTEL EMC2,228 E ONTARIO ST LL-21,60611,5/17/17,6/15/19,41.89348,-87.62193
polygon,"CLUB 215, LLC",Lite,215 W ONTARIO ST BASMT-1ST,60654,5/16/15,5/15/17,41.89307,-87.63478
polygon,"CLUB 215, LLC",Lite,215 W ONTARIO ST BASMT-1ST,60654,5/16/13,5/15/15,41.89307,-87.63478
polygon,"NANDO'S OF LAKEVIEW, LLC",NANDO'S PERI-PERI,670 W DIVERSEY PKWY 1,60614,6/16/17,6/15/19,41.93288,-87.64627
polygon,"CLUB 215, LLC",Lite,215 W ONTARIO ST BASMT-1ST,60654,5/16/15,5/15/17,41.89307,-87.63478
polygon,"CLUB 215, LLC",Lite,215 W ONTARIO ST BASMT-1ST,60654,5/16/13,5/15/15,41.89307,-87.63478
polygon,CLARK LOFT LLC,BEATRIX,519 N CLARK ST 1,60654,6/16/17,6/15/19,41.89152,-87.63098
polygon,THREE DOTS AND A DASH LLC,THREE DOTS AND A DASH,435 N CLARK ST LL,60654,6/16/17,6/15/19,41.89021,-87.63094
polygon,NACIONAL LLC,NACIONAL 27 / TALLBOY TACO,325 W HURON ST,60610,5/16/17,5/15/19,41.89465,-87.63679
polygon,CLARK LOFT LLC,BEATRIX,519 N CLARK ST 1,60654,6/16/17,6/15/19,41.89152,-87.63098
polygon,THREE DOTS AND A DASH LLC,THREE DOTS AND A DASH,435 N CLARK ST LL,60654,6/16/17,6/15/19,41.89021,-87.63094
polygon,"READ IT AND EAT, LLC",READ IT AND EAT,2142 N HALSTED ST 1ST,60614,6/16/17,6/15/19,41.92127,-87.64876
polygon,SHAKE SHACK ILLINOIS LLC,SHAKE SHACK,185 N MORGAN ST 1,60607,5/22/17,6/15/19,41.88553,-87.65199
polygon,Integrated 32 West Randolph LLC,CAMBRIA HOTEL & SUITES,32 W RANDOLPH ST,60601,5/22/17,6/15/19,41.88459,-87.62909
polygon,TWO SIX COMPANY LLC,THE NATIVE,2417 N MILWAUKEE AVE,60647,5/22/17,6/15/19,41.9252,-87.70086
polygon,IGNOBLE WINE CO.,IGNOBLE WINE BAR,2417 N CLYBOURN AVE,60614,5/23/17,6/15/19,41.92567,-87.66984
polygon,WELLS 1525 LLC,LADY GREGORY'S OLD TOWN,1525 N WELLS ST 1ST AND MEZZ,60610,5/23/17,6/15/19,41.90992,-87.63452
polygon,"AGS1516, INC.",BULERIAS NORTH AVENUE,2507 W NORTH AVE 1ST,60647,4/10/17,4/15/19,41.91018,-87.68997
polygon,WHIRLWAY LOUNGE INC.,WHIRLWAY LOUNGE INC,3224 W FULLERTON AVE 1ST,60647,11/16/13,11/15/15,41.92482,-87.70848
polygon,WHIRLWAY LOUNGE INC.,WHIRLWAY LOUNGE INC,3224 W FULLERTON AVE 1ST,60647,11/16/15,11/15/17,41.92482,-87.70848
polygon,THEMART TOTS LLC,MARSHALL'S LANDING,222 W MERCHANDISE MART PLZ 2 225,60654,5/24/17,6/15/19,41.88807,-87.63496
polygon,THEMART TOTS LLC,MARSHALL'S LANDING,222 W MERCHANDISE MART PLZ 2 225,60654,5/24/17,6/15/19,41.88807,-87.63496
polygon,THEMART TOTS LLC,MARSHALL'S LANDING,222 W MERCHANDISE MART PLZ 2 225,60654,5/24/17,6/15/19,41.88807,-87.63496
polygon,"GMRI, INC.",OLIVE GARDEN ITALIAN RESTAURANT,3555 W ADDISON ST,60618,6/16/17,6/15/19,41.9464,-87.71732
polygon,"DIVISION DRAFT, LLC",THE CHICAGO TEACHERS' LOUNGE & EATERY,2525 W DIVISION ST 1,60622,11/16/16,11/15/18,41.90287,-87.6905
polygon,GROSSETT ENTERTAINMENT LLC,IRIE BAR & GRILLE,3404 N CLARK ST LL & 1ST,60657,5/25/17,6/15/19,41.94365,-87.65382
polygon,CHOUETTE RESTAURANT LLC,PROXI,565 W RANDOLPH ST 1,60661,5/25/17,6/15/19,41.88432,-87.6424
polygon,"DIVISION DRAFT, LLC",THE CHICAGO TEACHERS' LOUNGE & EATERY,2525 W DIVISION ST 1,60622,11/16/14,11/15/16,41.90287,-87.6905
polygon,"DIVISION DRAFT, LLC",THE CHICAGO TEACHERS' LOUNGE & EATERY,2525 W DIVISION ST 1,60622,11/16/12,11/15/14,41.90287,-87.6905
polygon,K & H LOUNGE INC,EASY STREET PIZZA,3750-3754 N CENTRAL AVE 1,60634,5/25/17,6/15/19,41.94925,-87.76702
polygon,"NANDO'S OF WEST LOOP, LLC",NANDO'S PERI-PERI,949-953 W RANDOLPH ST,60607,5/16/17,5/15/19,41.88422,-87.65169
polygon,"NANDO'S OF WEST LOOP, LLC",NANDO'S PERI-PERI,949-953 W RANDOLPH ST,60607,5/16/17,5/15/19,41.88422,-87.65169
polygon,"OLD TOWN MARKET, LLC",PLUM MARKET/INTELLIGENTSIA,1233 N WELLS ST 1ST FL,60610,7/16/17,7/15/19,41.9049,-87.63437
polygon,Integrated 32 West Randolph LLC,CAMBRIA HOTEL & SUITES,32 W RANDOLPH ST,60601,5/26/17,6/15/19,41.88459,-87.62909
polygon,"OLD TOWN MARKET, LLC",PLUM MARKET/INTELLIGENTSIA,1233 N WELLS ST 1ST FL,60610,7/16/17,7/15/19,41.9049,-87.63437
polygon,"OLD TOWN MARKET, LLC",PLUM MARKET/INTELLIGENTSIA,1233 N WELLS ST 1ST FL,60610,7/16/17,7/15/19,41.9049,-87.63437
polygon,"SUMMIT HOTEL TRS 132, LLC",HYATT PLACE CHICAGO DOWNTOWN THE LOOP,28 N FRANKLIN ST,60606,5/26/17,6/15/19,41.88265,-87.63547
polygon,LITTLE BUCHAREST INC.,LAS REINAS,3001 N ASHLAND AVE 1ST,60657,5/16/12,5/15/14,41.9361,-87.66838
polygon,"GIANNOULIAS HOSPITALITY, LLC",STATE RESTAURANT & CAFE,935 W WEBSTER AVE,60614,4/16/17,4/15/19,41.92165,-87.65242
polygon,LITTLE BUCHAREST INC.,LAS REINAS,3001 N ASHLAND AVE 1ST,60657,5/16/16,5/15/18,41.9361,-87.66838
polygon,"BOATHOUSE RESTAURANTS, LLC",SPLIT-RAIL,2500 W CHICAGO AVE,60622,5/26/17,6/15/19,41.89583,-87.68937
polygon,LITTLE BUCHAREST INC.,LAS REINAS,3001 N ASHLAND AVE 1ST,60657,5/16/14,5/15/16,41.9361,-87.66838
polygon,"SUMMIT HOTEL TRS 132, LLC",HYATT PLACE CHICAGO DOWNTOWN THE LOOP,28 N FRANKLIN ST,60606,5/26/17,6/15/19,41.88265,-87.63547
polygon,"ARBOR RESTAURANT, LLC",ARBOR,2545 W DIVERSEY AVE 2ND 220,60647,7/16/17,7/15/19,41.93202,-87.69217
polygon,SAKURA TEPPANYAKI LLC,SAKURA TEPPANYAKI AND SUSHI,730 W DIVERSEY PKWY 1,60614,6/16/17,6/15/19,41.93286,-87.64774
polygon,"PLAYITLIVEIT, INC",THE FOX IN A BOX - CHICAGO,47 W POLK ST LOWER LEVEL L 5,60605,5/30/17,6/15/19,41.87217,-87.62958
polygon,CHRISTOPHER HOUSE,SUMMER CONCERT,113 N ELIZABETH ST,60607,6/28/17,6/29/17,41.88332,-87.65866
polygon,"ARBOR RESTAURANT, LLC",ARBOR,2545 W DIVERSEY AVE 2ND 220,60647,7/16/17,7/15/19,41.93202,-87.69217
polygon,"MCM PUB & LIQUOR, INC.",MCM PUB AND LIQUORS,3906-3910 N CICERO AVE 1,60641,8/16/15,8/15/17,41.95179,-87.74742
polygon,"MCM PUB & LIQUOR, INC.",MCM PUB AND LIQUORS,3906-3910 N CICERO AVE 1,60641,8/16/13,8/15/15,41.95179,-87.74742
polygon,"BLUE DOOR FARM ARMITAGE, LLC",BLUE DOOR FARM STAND,2010 N HALSTED ST 1ST & 2ND,60614,5/31/17,6/15/19,41.91855,-87.64867
polygon,"BAR SIENA, LLC",BAR SIENA,832 W RANDOLPH ST 1 & 2,60607,7/16/17,7/15/19,41.8845,-87.64867
polygon,"LEGENDS MUSIC, LLC",FIRST MERIT PAVILION,1300 S LYNN WHITE DR,60605,6/16/17,6/15/19,41.86631,-87.61027
polygon,"GLD, INC. - J.B.",FOUR FARTHINGS TAVERN & GRILL,2058-2060 N CLEVELAND AVE 1,60614,4/16/17,4/15/19,41.92002,-87.64145
polygon,SANCERRE HOSPITALITY I  LLC,BLVD CHICAGO,817-819 W LAKE ST 1 & 2,60607,6/1/17,6/15/19,41.88554,-87.64823
polygon,"BAR SIENA, LLC",BAR SIENA,832 W RANDOLPH ST 1 & 2,60607,7/16/17,7/15/19,41.8845,-87.64867
polygon,SOUTHPORT MUSIC BOX CORPORATION,MUSIC BOX THEATRE,3733-3735 N SOUTHPORT AVE 1ST,60613,7/16/17,6/15/18,41.94986,-87.66395
polygon,"ANNOYANCE PRODUCTIONS, INC.",ANNOYANCE PRODUCTIONS,851-853 W BELMONT AVE 2ND,60657,7/16/17,7/15/19,41.93984,-87.65126
polygon,SI FU KITCHEN LLC,ALTIRO,2116 W ROSCOE ST GROUND,60618,12/16/16,7/15/18,41.94329,-87.68161
polygon,"CARRIBANA BAR AND GRILL, INC.",THE DARK HORSE TAP AND GRILL,3443 N SHEFFIELD AVE 1ST,60657,5/16/17,5/15/19,41.94484,-87.65411
polygon,"COLON ENTERPRISES, INC.",ANALOGUE,2523 N MILWAUKEE AVE 1,60647,11/16/13,11/15/15,41.92729,-87.70426
polygon,"CARRIBANA BAR AND GRILL, INC.",THE DARK HORSE TAP AND GRILL,3443 N SHEFFIELD AVE 1ST,60657,5/16/17,5/15/19,41.94484,-87.65411
polygon,"952-6 W ADDISON, INC.",SPORTS CORNER,952-956 W ADDISON ST 1 & 2,60613,6/16/14,6/15/16,41.94736,-87.65402
polygon,354 W HUBBARD RESTAURANT LLC,3 GREENS MARKET,354 W HUBBARD ST,60654,7/16/17,7/15/19,41.89004,-87.63763
polygon,"952-6 W ADDISON, INC.",SPORTS CORNER,952-956 W ADDISON ST 1 & 2,60613,6/16/12,6/15/14,41.94736,-87.65402
polygon,"952-6 W ADDISON, INC.",SPORTS CORNER,952-956 W ADDISON ST 1 & 2,60613,6/16/14,6/15/16,41.94736,-87.65402
polygon,"952-6 W ADDISON, INC.",SPORTS CORNER,952-956 W ADDISON ST 1 & 2,60613,6/16/16,6/15/18,41.94736,-87.65402
polygon,"PANE E' POMODORO, LTD.",SAPORI,2701 N HALSTED ST 1 & 2,60614,4/16/17,4/15/19,41.93158,-87.64882
polygon,"SMASHOTELS CHICAGO, LLC",HOTEL EMC2,228 E ONTARIO ST LL-21,60611,6/2/17,6/15/19,41.89348,-87.62193
polygon,"952-6 W ADDISON, INC.",SPORTS CORNER,952-956 W ADDISON ST 1 & 2,60613,6/16/16,6/15/18,41.94736,-87.65402
polygon,"952-6 W ADDISON, INC.",SPORTS CORNER,952-956 W ADDISON ST 1 & 2,60613,6/16/12,6/15/14,41.94736,-87.65402
polygon,"21 EAST BELLEVUE MANAGEMENT, LLC",NICO,1015 N RUSH ST,60611,6/16/17,12/15/17,41.9012,-87.62756
polygon,"RIVER-LITES,LTD.",CRIO RESTAURANT,2506-2508 N CLYBOURN AVE 1,60614,4/16/17,4/15/19,41.92699,-87.6721
polygon,"III FORKS CHICAGO, LP",III FORKS,180 N FIELD BLVD 2ND FLR & ROOFTOP 208,60601,5/31/17,6/15/19,41.8855,-87.61755
polygon,OHIO ACQUISITION LLC,COCO PAZZO CAFE,212 E OHIO ST,60611,6/16/17,6/15/19,41.89268,-87.62212
polygon,"III FORKS CHICAGO, LP",III FORKS,180 N FIELD BLVD 2ND FLR & ROOFTOP 208,60601,5/31/17,6/15/19,41.8855,-87.61755
polygon,CHICAGO SHAKESPEARE THEATER,CHICAGO SHAKESPEARE THEATRE,800 E GRAND AVE 1,60611,6/6/17,6/9/17,41.89229,-87.60678
polygon,"PLAY 18 INDOOR GOLF FACILITY, LLC",PLAY 18,17 N WABASH AVE 3RD 300,60602,2/16/17,2/15/19,41.88248,-87.62608
polygon,"PLAY 18 INDOOR GOLF FACILITY, LLC",PLAY 18,17 N WABASH AVE 3RD 300,60602,2/16/17,2/15/19,41.88248,-87.62608
polygon,ACAPULCO NIGHT CLUB CORP.,ACAPULCO NIGHT CLUB INC,3433 W FULLERTON AVE 1ST,60647,11/16/15,11/15/17,41.92454,-87.71347
polygon,2834 SOUTHPORT LLC,SAL'S TRATTORIA,2834 N SOUTHPORT AVE,60657,6/7/17,6/15/19,41.93349,-87.66374
polygon,"R.G. RESTAURANT, INC.",BELLA NOTTE,1374 W GRAND AVE,60642,11/16/16,11/15/18,41.89114,-87.66196
polygon,ACAPULCO NIGHT CLUB CORP.,ACAPULCO NIGHT CLUB INC,3433 W FULLERTON AVE 1ST,60647,11/16/13,11/15/15,41.92454,-87.71347
