selected,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,ZIP CODE,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LATITUDE,LONGITUDE
polygon,"WWL DHOTEL INVESTORS, L.L.C.",PALM COURT,140 E WALTON PL,60611,3/16/15,3/15/17,41.90012,-87.62398
polygon,DIGBY INC.,THE CLOSET,3325 N BROADWAY  1ST,60657,2/16/13,2/15/15,41.94265,-87.64433
polygon,"ARAMARK SERVICES, INC",ARAMARK at Harris Bank,111 W MONROE ST 8TH,60603,8/16/14,3/15/15,41.88058,-87.6312
polygon,LOGAN SQUARE THEATRE LLC,THE LOGAN THEATRE,2646-2648 N MILWAUKEE AVE 1ST,60647,12/16/14,12/15/16,41.92982,-87.70887
polygon,Kai Zan Japanese Restaurant,Kai Zan,2557 W CHICAGO AVE 1,60622,6/16/16,6/15/18,41.89559,-87.69163
polygon,COLUMBIA COLLEGE CHICAGO,COLUMBIA COLLEGE CHICAGO,916 S WABASH AVE  2,60605,10/16/12,10/15/14,41.87004,-87.62604
polygon,WATER TOWER PLACE RESTAURANTS LIMITED PARTNERSHIP,FOOD LIFE / FOODEASE,835 N MICHIGAN AVE  MEZZA,60611,5/16/13,5/15/15,41.89774,-87.62396
polygon,"BLAZE IL STORE 2, LLC",BLAZE PIZZA,24 S CLINTON ST,60661,10/22/14,11/15/16,41.8811,-87.64132
polygon,"ITALIAN RISTORANTE-HUBBARD, LLC",VERMILION,10 W HUBBARD ST,60610,2/16/12,2/15/14,41.89017,-87.62839
polygon,SUPAROSSA ON WESTERN INC.,PETE'S PIZZA,3737 N WESTERN AVE,60618,12/16/14,12/15/16,41.94966,-87.68819
polygon,"CAREER OPPORTUNITIES, INC.",LUCKY'S SANDWICH CO. WICKER PARK,1635 N MILWAUKEE AVE 1,60647,12/13/12,12/15/14,41.91119,-87.67849
polygon,A NEW LEAF INC.,A NEW LEAF,1820 N WELLS ST 1ST & MEZZ,60614,5/7/13,5/15/15,41.91541,-87.63499
polygon,"CREATIVE SYNERGY, INC.",MARTYRS',3855 N LINCOLN AVE 1ST,60613,6/16/12,6/15/14,41.95203,-87.67711
polygon,"MO'S ASIAN BISTRO, INC.",MO'S ASIAN BISTRO,1353-1355 W FULLERTON AVE 1,60614,1/22/16,2/15/18,41.92512,-87.66263
polygon,STAROPOLSKA RES OF BELMONT INC,STAROPOLSKA RESTAURANT,5247  -05249 W BELMONT AVE 1ST,60641,8/16/13,8/15/15,41.93857,-87.75856
polygon,"STAR OF SUPERSTARS, INC.",AMARIT RESTAURANT,600 S DEARBORN ST 1,60605,3/16/13,3/15/15,41.87448,-87.62936
polygon,"UB-WP 60622, LLC",UMAMI BURGER,1480 N MILWAUKEE AVE  1,60622,9/3/14,9/15/16,41.90877,-87.67518
polygon,YANKEE ZULU INC,YAKZIE'S BAR & GRILL,3710 N CLARK ST,60613,6/16/12,6/15/14,41.9493,-87.65838
polygon,"THE NOODLE SHOP, CO.-COLORADO, INC.",NOODLES & COMPANY,1 S FRANKLIN ST 1 129,60606,10/16/15,4/15/17,41.8819,-87.63516
polygon,"G & K GOURMET PROVISIONS, L.L.C.",PASTORAL,2945-2947 N BROADWAY  1,60657,11/5/12,11/15/14,41.93625,-87.64412
polygon,"STAGES-MUSIC HALL, INC.",Metro,3730 N CLARK ST 2,60613,6/16/16,6/15/18,41.94988,-87.65884
polygon,"ITALIAN VILLAGE RESTAURANT, INC.","ITALIAN VILLAGE RESTAURANT, INC.",71 W MONROE ST,60603,4/16/12,4/15/14,41.88059,-87.63044
polygon,"PANZA, LLC",DAVANTI ENOTECA CHICAGO,433-439 N STATE ST,60654,7/12/13,7/15/15,41.89018,-87.62787
polygon,SPANCIL HILL DEVELOPMENT LLC,PADDY O FEGAN'S,204 N HALSTED ST 1,60661,8/16/15,8/15/17,41.88583,-87.64763
polygon,"1540 NORTH MILWAUKEE AVE., LLC",THE CROCODILE,1540 N MILWAUKEE AVE 1 & BSMT,60622,11/16/12,11/15/14,41.90942,-87.6762
polygon,IVY HOTEL LLC,IVY HOTEL,233 E ONTARIO ST,60611,6/11/12,6/15/14,41.89327,-87.62181
polygon,"ZIA'S LAGO VISTA, INC.",ZIA'S LAGO VISTA,3817-3819 N ASHLAND AVE,60613,11/15/13,12/15/15,41.95119,-87.66883
polygon,RANMAR RESTAURANT CORPORATION,MARIA'S MEXICAN RESTAURANT,1905 N HARLEM AVE 1ST,60707,2/16/12,2/15/14,41.91457,-87.80581
polygon,"SULLIVAN'S OF ILLINOIS, INC.",SULLIVAN'S STEAKHOUSE,415 N DEARBORN ST,60610,2/16/12,2/15/14,41.88978,-87.62945
polygon,"WHISKEY BUSINESS, LLC",WHISKEY BUSINESS,1367 N MILWAUKEE AVE 1 & 2,60622,4/19/16,5/15/18,41.90677,-87.67159
polygon,1732 N MILWAUKEE RESTAURANT LLC,SMALL CHEVAL,1732 N MILWAUKEE AVE 1,60647,7/25/14,8/15/16,41.91273,-87.68133
polygon,"NINE-FIFTY, LTD.",KINCADE'S,950-952 W ARMITAGE AVE 1ST #,60614,2/16/13,2/15/15,41.91822,-87.65297
polygon,THE ART INSTITUTE OF CHICAGO,THE ART INSTITUTE OF CHICAGO,164 N STATE ST,60601,4/16/14,4/15/16,41.88496,-87.62807
polygon,3518-22 Clark Corporation,Moe's Cantina,3518-3522 N CLARK ST,60657,2/16/15,2/15/17,41.94604,-87.65575
polygon,LFM CORPORATION,MATSUYA JAPANESE RESTAURANT,3242 N CLARK ST 1,60657,8/16/14,5/15/16,41.94097,-87.65167
polygon,"FT ACQUISITION, LLC",FLAT TOP GRILL,1000 W WASHINGTON BLVD,60607,10/16/15,9/15/17,41.88317,-87.65213
polygon,FORZA RISTORANTE INCORPORATED,FORZA,2476-2478 N LINCOLN AVE 1ST,60614,8/10/12,8/15/14,41.927,-87.65115
polygon,SGST LLC,GRAFFITI,116 W HUBBARD ST 8,60610,3/16/16,2/15/18,41.89012,-87.63186
polygon,"THE NOODLE SHOP, CO.-COLORADO, INC.",NOODLES & COMPANY,180 N MICHIGAN AVE 1,60601,2/16/14,4/15/15,41.88525,-87.62463
polygon,AMERICAN THEATRE COMPANY,AMERICAN THEATRE COMPANY,1909 W BYRON ST  1,60613,6/16/12,6/15/14,41.95225,-87.67667
polygon,"SAULT WEST 118, INC.",DYLAN'S TAVERN & GRILL,118 S CLINTON ST,60661,5/16/13,5/15/15,41.87996,-87.64128
polygon,"CHEF FREDY, INC.",CHEF FREDY CUISINE,1752 W GRAND AVE 1,60622,11/3/14,11/15/16,41.89102,-87.67171
polygon,"LOCKWOOD PALMER HOUSE, LLC",LOCKWOOD,17 E MONROE ST 2,60603,4/16/16,4/15/18,41.88066,-87.62709
polygon,"TATSU, INC.",TATSU,1062 W TAYLOR ST,60607,5/16/12,5/15/14,41.86958,-87.65351
polygon,IOWA ROCKWELL TAVERN LLC,ARCHIE'S IOWA ROCKWELL TAVERN,2600 W IOWA ST 1ST,60622,11/16/12,11/15/14,41.89762,-87.69194
polygon,"TAB Restaurants, Inc.",VIAGGIO,1330 W MADISON ST 1ST,60607,5/16/16,5/15/18,41.88166,-87.66086
polygon,ENJ LLC,BIN 36 RESTAURANT,161 N JEFFERSON ST,60661,4/3/15,4/15/17,41.88494,-87.6426
polygon,"COMPASS GROUP USA, INC.",ESPRESSAMENTE ILLY/CITYFRONT CAFE,455 N CITYFRONT PLAZA DR 1ST C,60611,6/16/15,4/15/16,41.89,-87.62144
polygon,RUSH STREET BOOKS INC,FRENCHY'S BOOKSTORE,872 N STATE ST,60610,4/16/13,4/15/15,41.89887,-87.6284
polygon,FRIAR TUCK INC.,FRIAR TUCK INC.,3010 N BROADWAY  1ST,60657,2/16/15,2/15/17,41.93682,-87.64444
polygon,OHIO EAST HOTEL LLC,ACME HOTEL COMPANY/THE BERKSHIRE,15 E OHIO ST 1 & 2,60611,6/16/15,3/15/17,41.89237,-87.62742
polygon,SAJJAD INC,SAJJAD INC,3801 N LINCOLN AVE  N,60613,6/16/12,6/15/14,41.95064,-87.67614
polygon,1339 WELLS INC.,Old Town Pizza Pub,1339 N WELLS ST,60610,2/16/14,2/15/16,41.90691,-87.63444
polygon,"O'VIE BAR AND GRILL, LLC",O'VIE BAR AND GRILL,120 N CANAL ST 1ST,60606,5/16/15,10/15/16,41.88387,-87.63994
polygon,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,2743 N ELSTON AVE,60647,5/16/15,5/15/17,41.93151,-87.68662
polygon,JE'NIA CORPORATION,JE'NIA,3840 W MADISON ST 1,60624,10/10/13,10/15/15,41.88088,-87.72233
polygon,PARSON'S CHICKEN & FISH LLC,PARSON'S CHICKEN & FISH,2946-2952 W ARMITAGE AVE 1,60647,5/16/15,5/15/17,41.91756,-87.70117
polygon,ZANIES COMEDY CLUBS INC,ZANIES COMEDY CLUBS INC,1548 N WELLS ST 1ST,60610,2/16/16,2/15/18,41.91057,-87.63484
polygon,THE STERLING ROOM LLC,TORTOISE CLUB,350 N STATE ST 1,60654,10/30/12,11/15/14,41.8889,-87.6282
polygon,"MARCHETTI SPECIAL EVENTS, LTD.","Marchetti Special Events, LTD",825 W ERIE ST  I STO,60642,11/16/12,11/15/14,41.89325,-87.64879
polygon,"BIG BELMONT BAR, LLC",THE BEER BISTRO NORTH,1415 W FULLERTON AVE 1ST AND 2ND,60614,4/16/13,4/15/15,41.9251,-87.66399
polygon,CHICAGO JOURNEYMEN PLUMBERS LU 130,CHICAGO JOURNEYMEN PLUMBERS LU 130,1340 W WASHINGTON BLVD,60607,7/12/12,6/15/14,41.88302,-87.66126
polygon,"COMEDYSPORTZ OF CHICAGO, INC.","COMEDYSPORTZ OF CHICAGO, IL",929 W BELMONT AVE,60657,2/16/13,2/15/15,41.93982,-87.65268
polygon,"440 N. STATE, LLC",THE JOYNT@STATE,440 N STATE ST 1ST & BSMT,60654,10/16/14,10/15/16,41.89046,-87.62817
polygon,VINCI LIMITED PARTNERSHIP,VINCI,1732 N HALSTED ST,60614,4/16/15,4/15/17,41.91377,-87.64851
polygon,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,DRAFTKINGS FANTASY SPORTS BAR,1060 W ADDISON ST 1,60613,9/16/13,9/15/15,41.94732,-87.65642
polygon,"INGRACE'S COMPANY III, INC.",MARKET THYME,200 E RANDOLPH ST LOWERLEVEL LL15,60601,10/16/14,10/15/16,41.88463,-87.62225
polygon,"MICHIGAN AVENUE ENTERPRISES, LLC",BEACON TAVERN,405 N WABASH AVE 1,60611,5/3/16,5/15/18,41.88947,-87.62651
polygon,"THE SECOND CITY, INC.",SECOND CITY,1608 N WELLS ST 2ND,60614,4/16/13,4/15/15,41.91143,-87.63487
polygon,"P. J. WELLS, INC.",O'BRIENS RESTAURANT & BAR,1528 N WELLS ST 1 AND 2,60610,3/16/15,3/15/17,41.91002,-87.63482
polygon,"THE RITZ-CARLTON HOTEL COMPANY, L.L.C.","RITZ-CARLTON RESIDENCES, CHICAGO",118 E ERIE ST 10TH,60611,6/15/12,7/15/14,41.89424,-87.62441
polygon,"PITTSFIELD CAFE, LTD",PITTSFIELD CAFE,55 E WASHINGTON ST 1ST,60602,3/16/12,3/15/14,41.88311,-87.62585
polygon,"LUMA, LLC",LOU MALNATI'S PIZZERIA,1120 N STATE ST 1ST,60610,7/16/13,2/15/14,41.90239,-87.62847
polygon,THE LUCKY STRIKE CORPORATION,BURNT CITY,2743-2749 N LINCOLN AVE 1ST,60614,4/16/15,4/15/17,41.93174,-87.65735
polygon,"COMPASS GROUP USA, INC.",EUREST DINING SERVICES,321 S PLYMOUTH CT,60604,4/16/16,4/15/18,41.87759,-87.62859
polygon,"ITALIAN WINE BAR - 626 N. STATE, LLC",QUARTINO,626 N STATE ST 1-2,60654,2/16/16,2/15/18,41.89324,-87.62827
polygon,"Chicago Concessions Oriental, Inc.","Chicago Concessions Oriental, Inc.",24 W RANDOLPH ST  700,60601,9/16/14,9/15/16,41.8846,-87.6288
polygon,"DANGER ROCK, LLC",BOTTOM LOUNGE,1369-1375 W LAKE ST 1-2,60607,5/16/12,5/15/14,41.88532,-87.66144
polygon,"HOMESLYCE IS WHERE THE HEART IS, LLC",HOMESLYCE WHEEL HOUSE,934-938 W WEBSTER AVE 1,60614,3/12/13,3/15/15,41.92187,-87.65242
polygon,PLAYERS ON OGDEN LLC,MAHONEY'S,543-551 N OGDEN AVE,60642,11/16/14,11/15/16,41.89215,-87.65794
polygon,"THE JUICY WINE COMPANY, LLC",694 WINE & SPIRITS,694 N MILWAUKEE AVE,60642,11/16/12,11/15/14,41.89423,-87.65252
polygon,228 CHICAGO LLC,FARMHOUSE,228 W CHICAGO AVE 1ST & 2ND,60610,2/16/14,2/15/16,41.8967,-87.63546
polygon,"3223 EL GALLO, INC.",EL AUTHENTICO 5 DE MAYO,3223 N CLARK ST 1ST,60657,7/2/13,7/15/15,41.94063,-87.65106
polygon,"HAUTE & READY, LTD.",HAUTE & READY CATERING,116 N ABERDEEN ST 1,60607,11/19/14,11/15/16,41.88354,-87.65456
polygon,HYATT CORPORATION,NoMi,800 N MICHIGAN AVE,60611,9/16/14,9/15/16,41.89679,-87.62438
polygon,"L.A.C.O., INC.",LATIN AMERICAN REST & LOUNGE,2743 W DIVISION ST,60622,11/16/14,11/15/16,41.90282,-87.69614
polygon,"NAUMAN ENTERPRISES, INC",SIMPLY ELEGANT CATERING,35 W WACKER DR  21ST,60601,5/16/16,5/15/18,41.88671,-87.6293
polygon,"MAMA G, LLC",PROOF,1045 N RUSH ST,60611,3/16/13,3/15/15,41.90216,-87.62804
polygon,SOUTHPORT MUSIC BOX CORPORATION,MUSIC BOX THEATRE,3733-3735 N SOUTHPORT AVE 1ST,60613,1/28/15,1/15/16,41.94986,-87.66395
polygon,4C KINZIE INVESTOR LLC,HIGHLINE BAR AND LOUNGE,169 W KINZIE ST 1ST FLOOR,60654,9/16/16,9/15/18,41.88906,-87.63384
polygon,"ROSCOE'S TAVERN, LTD.",ROSCOE'S TAVERN LTD,3354-3356 N HALSTED ST,60657,2/16/15,2/15/17,41.94344,-87.64952
polygon,"ARBOR RESTAURANT, LLC",ARBOR,2545 W DIVERSEY AVE 2ND 220,60647,6/25/15,7/15/17,41.93202,-87.69217
polygon,"COMPASS GROUP USA, INC.",PLAZA CAFE,540 W MADISON ST 2ND,60661,12/5/13,12/15/15,41.88197,-87.64128
polygon,"SUNSTONE EAST GRAND LESSEE, INC.",HILTON GARDEN INN CHICAGO DOWNTOWN/MAGNIFICENT MILE,10 E GRAND AVE 1-23,60611,10/16/14,10/15/16,41.89179,-87.62766
polygon,LAST BAY BEER COMPANY LLC,DRYHOP BREWERS,3155 N BROADWAY  1,60657,5/16/15,5/15/17,41.93931,-87.64423
polygon,THE ART INSTITUTE OF CHICAGO,THE ART INSTITUTE OF CHICAGO,201 S MICHIGAN AVE,60604,4/16/16,4/15/18,41.87949,-87.6242
polygon,"HOBO'S ON WELLS, INC.",SUITE LOUNGE,1446 N WELLS ST 1ST,60610,3/16/13,3/15/15,41.90893,-87.63479
polygon,"NISEI LOUNGE, LTD.",NISEI LOUNGE,3439 N SHEFFIELD AVE 1ST #,60657,2/16/13,2/15/15,41.94471,-87.65411
polygon,NUMBERUNO LLC,THE TANKARD,1635 N MILWAUKEE AVE,60647,7/22/16,8/15/18,41.91119,-87.67849
polygon,"BORDERLINE CAFE, INC.",ABSINTHE CAFE,1954 W NORTH AVE 1ST,60622,11/16/14,11/15/16,41.91059,-87.67733
polygon,"BERT'S PLACE, INC",CHEZ JOEL,1119 W TAYLOR ST  1ST,60607,5/16/16,5/15/18,41.86933,-87.65511
polygon,JAYBIRD ENTERPRISES LLC,PRESIDIO,1749 N DAMEN AVE 1,60647,11/16/13,11/15/15,41.91373,-87.67739
polygon,"OSI / FLEMING'S, LLC",FLEMING'S PRIME STEAKHOUSE & WINEBAR,25 E OHIO ST,60611,3/16/13,3/15/15,41.89238,-87.62698
polygon,"CRO-SAN LUIS DEVELOPMENT, LLC",CANTINA LAREDO #132,508 N STATE ST 1ST,60654,9/16/15,9/15/17,41.89119,-87.6282
polygon,"SUSHI PARA LOOP, LTD.",SUSHI SAI,123 N WACKER DR 1ST 125,60606,9/16/12,9/15/14,41.88375,-87.63666
polygon,"WESTIN RIVER NORTH, CHICAGO BEVERAGE COMPANY",WESTIN RIVER NORTH CHGO HOTEL,320 N DEARBORN ST  SERVI,60610,2/16/14,2/15/16,41.88807,-87.62969
polygon,ECD-GREAT STREET LLC,THE WIT,201 N STATE ST 1-27,60601,9/16/14,9/15/16,41.88578,-87.62779
polygon,SEVENTH INC.,SEVEN,400 E RANDOLPH ST 7,60601,9/16/12,9/15/14,41.88465,-87.61725
polygon,"DIAMONDROCK CHICAGO CONRAD TENANT, LLC",THE GWEN,520 N MICHIGAN AVE 5-17,60611,3/16/15,3/15/17,41.89169,-87.62431
polygon,"DAO INTERNATIONAL, INC.",DAO THAI RESTRAUNT,230 E OHIO ST  1ST,60611,3/16/13,3/15/15,41.89269,-87.62144
polygon,"STAR OF THE GOLD COAST, INC.","TIPAROS THAI RESTAURANT , INC.",1540 N CLARK ST,60610,2/16/12,2/15/14,41.91061,-87.6318
polygon,THE ART INSTITUTE OF CHICAGO,THE ART INSTITUTE OF CHICAGO,201 S MICHIGAN AVE,60604,5/24/13,6/15/15,41.87949,-87.6242
polygon,"GERMANIA PLACE, INC.",GERMANIA PLACE,108 W GERMANIA PL  2ND,60610,2/16/14,2/15/16,41.91049,-87.632
polygon,"FLAPJAWS' SALOON, LTD.",BISTRONOMIC,840 N WABASH AVE 1ST,60611,3/16/15,3/15/17,41.89791,-87.62703
polygon,CHICAGO ARTS PARTNERSHIPS IN EDUCATION,THE PROVOCATEURS,108 N STATE ST 3 350,60602,7/29/14,8/1/14,41.88342,-87.62802
polygon,"OCCASIONS CHICAGO CATERING, INC.",OCCASIONS CHICAGO,116 N WILLARD CT,60607,5/16/14,5/15/16,41.88344,-87.65781
polygon,KEEFER'S LLC,KEEFER'S RESTAURANT,20 W KINZIE ST 1,60610,2/16/12,2/15/14,41.88935,-87.62885
polygon,"WESTIN RIVER NORTH, CHICAGO BEVERAGE COMPANY",WESTIN RIVER NORTH CHGO HOTEL,320 N DEARBORN ST  LOBBY,60610,2/16/14,2/15/16,41.88807,-87.62969
polygon,"CHICAGO WHIRLY, INC.",WHIRLYBALL,1825-1855 W WEBSTER AVE,60614,12/8/14,12/15/16,41.92135,-87.67367
polygon,1160 DEARBORN ENTERTAINMENT LLC,CHICAGO Q,1160 N DEARBORN ST 1 & 2 (MEZZ),60610,10/20/15,11/15/17,41.90367,-87.63013
polygon,"PRIMERO, INC.",DUGAN'S,128 S HALSTED ST 1ST,60661,5/16/13,5/15/15,41.87958,-87.64744
polygon,"THE STANDARD MARKET, LLC",STANDARD MARKET GRILL,444 W FULLERTON PKWY 1,60614,8/16/15,8/15/17,41.92569,-87.64096
polygon,"ARTEAGA'S, INC.",Chico's Sports Bar & Grill,3612 N CICERO AVE,60641,8/16/15,8/15/17,41.94654,-87.74724
polygon,"NICK'S FISHMARKET CHICAGO MART, LLC",NICK'S FISHMARKET,222 W MERCHANDISE MART PLZ 1ST 135,60654,11/16/12,10/15/14,41.88807,-87.63496
polygon,FAST ENTERTAINMENT INC.,ASTORIA LOUNGE,3208 N KOSTNER AVE 1ST #,60641,8/16/15,8/15/17,41.93924,-87.73719
polygon,"GEJA'S INTERNATIONAL FOODS, INC.",GEJA'S CAFE,340-344 W ARMITAGE AVE LOWER LEVEL,60614,4/16/15,4/15/17,41.91845,-87.63801
polygon,"CHENIER & THOMPSON, INC.","TABLE, DONKEY & STICK",2728 W ARMITAGE AVE 1,60647,8/16/15,11/15/16,41.91761,-87.69591
polygon,"BS & JL, INC.",UNDERGROUND WONDER BAR,710 N CLARK ST,60610,2/16/12,2/15/14,41.89523,-87.63136
polygon,"MARC26, LLC",VINCENZO'S,1104 W MADISON ST,60607,1/16/15,1/15/17,41.88177,-87.65469
polygon,RLD CORP,MONT CLARE LANES,2957 N HARLEM AVE,60707,2/16/12,2/15/14,41.93423,-87.80647
polygon,"FRICANO ENTERPRISES, INC.",TRINITY,2721 N HALSTED ST,60614,4/16/13,4/15/15,41.93218,-87.64885
polygon,"PICCOLO SOGNO DUE, LLC",NONNINA,340 N CLARK ST 1,60654,8/16/14,7/15/16,41.88853,-87.63119
polygon,H. B. ONTARIO-FRANKLIN CORPORATION,SOUND-BAR,226 W ONTARIO ST,60654,2/16/16,2/15/18,41.89328,-87.63529
polygon,PC STATE LLC,HASH HOUSE A GO GO,1212 N STATE PKWY BSMT AND 1ST,60610,2/16/16,2/15/18,41.90431,-87.62884
polygon,RESTAURANT ONE LIMITED PARTNERSHIP,SPIAGGIA PRIVATE DINING ROOMS,980 N MICHIGAN AVE 3RD #,60611,3/16/13,3/15/15,41.9008,-87.62427
polygon,"SODEXO AMERICA, LLC",HARRY'S CAFE,350 E SUPERIOR ST 1,60611,5/20/15,6/15/17,41.89594,-87.61854
polygon,"CONGRESS PLAZA HOTEL, LLC",THE CONGRESS HOTEL,520 S MICHIGAN AVE,60605,10/16/14,10/15/16,41.87526,-87.6244
polygon,"LITTLE MARKET RESTAURANT, LLC",LITTLE MARKET BRASSIERE,10-20 E DELAWARE PL 1ST,60611,5/30/13,6/15/15,41.89926,-87.62783
polygon,29 WEST HUBBARD CORPORATION,O'CALLAGHAN'S,29 W HUBBARD ST 1 & 2,60610,5/16/15,5/15/17,41.88994,-87.62909
polygon,WHITE LODGING SERVICES CORPORATION,Courtyard By Marriott,165 E ONTARIO ST,60611,3/16/13,3/15/15,41.89325,-87.62279
polygon,"CHICAGO SENIOR CARE, LLC",THE CLARE,55 E PEARSON ST 1,60611,8/29/14,9/15/16,41.89744,-87.62602
polygon,JAGIELLONIA CORP.,JAGIELLONIA CORP,3634 W BELMONT AVE,60618,12/16/12,12/15/14,41.93931,-87.71874
polygon,RIVER NORTH 414 LLC,REVERIE,414 N ORLEANS ST 1ST & 2ND,60654,7/21/14,8/15/16,41.88968,-87.63712
polygon,THE FERRER FOUNDATION,FUNDRAISER EVENT 12/8/14 6p to 9p,108 N STATE ST,60602,12/8/14,12/9/14,41.88342,-87.62802
polygon,"1801 DIVISION, INC.",MAC'S AMERICAN FOOD,1801 W DIVISION ST  1ST,60622,11/16/12,11/15/14,41.90316,-87.67242
polygon,401 NORTH WABASH VENTURE LLC,TRUMP INTERNATIONAL HOTEL,401 N WABASH AVE 1-89,60611,3/16/14,3/15/16,41.88928,-87.62655
polygon,"LAS ISLAS MARIAS, INC.",LAS ISLAS MARIAS,4770 W GRAND AVE # 1ST,60639,1/16/13,1/15/15,41.914,-87.74586
polygon,"TUMBAO BAR & GRILL, INC.",SINK SWIM,3213 W ARMITAGE AVE 1,60647,11/16/13,11/15/15,41.91729,-87.70753
polygon,PONGPRANEE INC.,MA&I,1234 S MICHIGAN AVE 1,60605,10/16/12,10/15/14,41.86649,-87.62428
polygon,"MARSHALL FIELD'S CHICAGO, INC.",MACY'S,111 N STATE ST,60602,3/16/14,3/15/16,41.88347,-87.62773
polygon,"CLUB 3001, INCORPORATED",CLUB 3001,3001 W MADISON ST,60612,5/16/16,5/15/18,41.88092,-87.70125
polygon,AMBIANCE REFINED INC.,FLAGSHIP TAVERN & GRILL,1622 W BELMONT AVE 1,60657,11/16/13,11/15/15,41.93979,-87.66962
polygon,"COMPASS GROUP USA, INC.",ESPRESSAMENTE ILLY/CITYFRONT CAFE,455 N CITYFRONT PLAZA DR 1ST C,60611,6/16/15,4/15/16,41.89,-87.62144
polygon,720 SUSHI MIKE's LLC,TANOSHII SUSHI MIKE'S,720 W RANDOLPH ST  1E,60661,1/16/14,2/15/16,41.88452,-87.64652
polygon,"KATZ & JAMMER KIDS, INC.",HALLIGAN BAR,2274 N LINCOLN AVE 1ST,60614,4/16/13,4/15/15,41.92346,-87.64619
polygon,EAST BANC CLUB CORPORATION,EAST BANK CLUB,500 N KINGSBURY ST  1ST F,60610,5/16/15,5/15/17,41.89068,-87.6394
polygon,THE GLUNZ TAVERN LLC,THE GLUNZ TAVERN,1202 N WELLS ST 1ST,60610,11/20/12,12/15/14,41.90397,-87.63463
polygon,"SPECTRUM SPORTS BAR & GRILL, INC.",SPECTRUM SPORTS BAR & GRILL,233 S HALSTED ST,60661,5/16/13,5/15/15,41.87817,-87.6471
polygon,THE LALANI GROUP LLC,WINGSTOP,2634 N CLARK ST 1ST FL,60614,5/16/16,6/15/17,41.93052,-87.64395
polygon,"QUENCHERS, INC.",QUENCHER'S INC,2401-2403 N WESTERN AVE 1ST,60647,11/16/13,11/15/15,41.92494,-87.6875
polygon,"EL AZTECA, INC.",EL AZTECA,4154-4158 W ARMITAGE AVE,60639,7/16/15,7/15/17,41.91722,-87.73123
polygon,"UNIVERSAL EXPORTS OF ILLINOIS, CORP.",THE PEPPER CANISTER,509 N WELLS ST,60610,2/16/12,2/15/14,41.89112,-87.63391
polygon,"APPLAUSE FOOD SERVICES, INC.",TESORI,220 S MICHIGAN AVE  8TH &,60604,4/16/12,4/15/14,41.87903,-87.62449
polygon,"RIVER-LITES,LTD.",CRIO RESTAURANT,2506-2508 N CLYBOURN AVE 1,60614,4/16/15,4/15/17,41.92699,-87.6721
polygon,"COMPASS GROUP USA, INC.",CHARTWELL'S DINING,2250 N SHEFFIELD AVE,60614,4/16/12,4/15/14,41.92324,-87.65369
polygon,"THE CROSS ROADS BAR & GRILL, LLC",THE CROSS ROADS BAR & GRILL,1120-1124 W MADISON ST 1,60607,5/16/14,5/15/16,41.88176,-87.65532
polygon,"BOHEMIAN KAT, CORP.",BOKA,1727-1729 N HALSTED ST 1,60614,4/16/15,4/15/17,41.9136,-87.64821
polygon,"LOWER LINK, INC.",UNDERGROUND LOUNGE,952 W NEWPORT AVE,60657,2/16/15,2/15/16,41.94457,-87.65392
polygon,"THE SCOUT W.H. CHICAGO, INC.",THE SCOUT,1301 S WABASH AVE 1,60605,8/16/13,8/15/15,41.86568,-87.62565
polygon,"THE RODITYS, INC.",RODITYS RESTAURANT,222 S HALSTED ST 1ST,60661,5/16/15,5/15/17,41.87848,-87.64741
polygon,"STAROPOLSKA RESTAURANT, LTD.",JOLLY INN RESTAURANT,6501 W IRVING PARK RD  1 FT/,60634,10/16/15,10/15/17,41.95276,-87.78908
polygon,"EUROAMERICAN FOODS, INC.",CAFE IBERICO,737-743 N LA SALLE DR,60654,5/16/14,5/15/16,41.89582,-87.63255
polygon,2545 N KEDZIE LLC,JOHNNY'S GRILL 1,2545-2547 N KEDZIE BLVD 1,60647,7/20/15,8/15/17,41.92788,-87.70693
polygon,"BERGHOFF CATERING AND RESTAURANT GROUP, INC.","CARLYN BERGHOFF CATERING, INC.",17 W ADAMS ST,60603,4/16/12,4/15/14,41.87934,-87.62841
polygon,CHICAGO DRAMATISTS,CHICAGO DRAMATISTS WORKSHOP,773 N ABERDEEN ST 1ST,60642,3/16/13,11/15/14,41.89598,-87.6558
polygon,"DEBEVIC'S, LLC (AN ILLINOIS LIMITED LIABILITY COMPANY)",ED DEBEVIC'S,640 N WELLS ST 1,60610,2/16/14,2/15/16,41.89366,-87.63427
polygon,"BL RESTAURANT OPERATIONS, LLC",BAR LOUIE,47 W POLK ST 1ST AND 2ND,60605,10/16/14,10/15/16,41.87217,-87.62958
polygon,WASHINGTON SQUARE LIQUORS INC,BOSS BAR,418-420 N CLARK ST 1ST,60654,5/22/14,5/15/16,41.8899,-87.63122
polygon,"GEJA'S INTERNATIONAL FOODS, INC.",GEJA'S CAFE,340-344 W ARMITAGE AVE LOWER LEVEL,60614,4/16/13,4/15/15,41.91845,-87.63801
